Area,Main means of travel to education,Age group,Sex,Year,Value,Flags
"Elsdon-Takapuwahia","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",402,
"Elsdon-Takapuwahia","Study at home","Total people - age group","Total people - sex","2018",27,
"Elsdon-Takapuwahia","Bicycle","Total people - age group","Total people - sex","2018",0,
"Elsdon-Takapuwahia","Walk or jog","Total people - age group","Total people - sex","2018",78,
"Elsdon-Takapuwahia","Public bus","Total people - age group","Total people - sex","2018",57,
"Elsdon-Takapuwahia","Train","Total people - age group","Total people - sex","2018",0,
"Pauatahanui","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",216,
"Pauatahanui","Study at home","Total people - age group","Total people - sex","2018",12,
"Pauatahanui","Bicycle","Total people - age group","Total people - sex","2018",9,
"Pauatahanui","Walk or jog","Total people - age group","Total people - sex","2018",15,
"Pauatahanui","Public bus","Total people - age group","Total people - sex","2018",3,
"Pauatahanui","Train","Total people - age group","Total people - sex","2018",0,
"Onepoto","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",18,
"Onepoto","Study at home","Total people - age group","Total people - sex","2018",18,
"Onepoto","Bicycle","Total people - age group","Total people - sex","2018",,c
"Onepoto","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Onepoto","Public bus","Total people - age group","Total people - sex","2018",,c
"Onepoto","Train","Total people - age group","Total people - sex","2018",,c
"Camborne","Bicycle","Total people - age group","Total people - sex","2018",0,
"Camborne","Walk or jog","Total people - age group","Total people - sex","2018",0,
"Camborne","Public bus","Total people - age group","Total people - sex","2018",0,
"Camborne","Train","Total people - age group","Total people - sex","2018",0,
"Inlet Porirua Harbour","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",0,
"Inlet Porirua Harbour","Study at home","Total people - age group","Total people - sex","2018",,c
"Inlet Porirua Harbour","Bicycle","Total people - age group","Total people - sex","2018",,c
"Inlet Porirua Harbour","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Inlet Porirua Harbour","Public bus","Total people - age group","Total people - sex","2018",,c
"Inlet Porirua Harbour","Train","Total people - age group","Total people - sex","2018",,c
"Paremata","Bicycle","Total people - age group","Total people - sex","2018",0,
"Paremata","Walk or jog","Total people - age group","Total people - sex","2018",48,
"Paremata","Public bus","Total people - age group","Total people - sex","2018",0,
"Paremata","Train","Total people - age group","Total people - sex","2018",3,
"Porirua Central","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",1941,
"Porirua Central","Study at home","Total people - age group","Total people - sex","2018",9,
"Porirua Central","Bicycle","Total people - age group","Total people - sex","2018",18,
"Porirua Central","Walk or jog","Total people - age group","Total people - sex","2018",96,
"Porirua Central","Public bus","Total people - age group","Total people - sex","2018",213,
"Porirua Central","Train","Total people - age group","Total people - sex","2018",93,
"Papakowhai","Study at home","Total people - age group","Total people - sex","2018",30,
"Papakowhai","Bicycle","Total people - age group","Total people - sex","2018",3,
"Papakowhai","Walk or jog","Total people - age group","Total people - sex","2018",87,
"Papakowhai","Public bus","Total people - age group","Total people - sex","2018",0,
"Papakowhai","Train","Total people - age group","Total people - sex","2018",3,
"Aotea","Study at home","Total people - age group","Total people - sex","2018",36,
"Aotea","Bicycle","Total people - age group","Total people - sex","2018",15,
"Aotea","Walk or jog","Total people - age group","Total people - sex","2018",138,
"Aotea","Public bus","Total people - age group","Total people - sex","2018",87,
"Aotea","Train","Total people - age group","Total people - sex","2018",12,
"Postgate","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",267,
"Postgate","Study at home","Total people - age group","Total people - sex","2018",51,
"Postgate","Bicycle","Total people - age group","Total people - sex","2018",0,
"Postgate","Walk or jog","Total people - age group","Total people - sex","2018",48,
"Postgate","Public bus","Total people - age group","Total people - sex","2018",3,
"Postgate","Train","Total people - age group","Total people - sex","2018",0,
"Ascot Park","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",324,
"Ascot Park","Study at home","Total people - age group","Total people - sex","2018",45,
"Ascot Park","Bicycle","Total people - age group","Total people - sex","2018",0,
"Ascot Park","Walk or jog","Total people - age group","Total people - sex","2018",75,
"Ascot Park","Public bus","Total people - age group","Total people - sex","2018",18,
"Ascot Park","Train","Total people - age group","Total people - sex","2018",0,
"Whitby","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",1137,
"Whitby","Study at home","Total people - age group","Total people - sex","2018",48,
"Whitby","Bicycle","Total people - age group","Total people - sex","2018",39,
"Whitby","Walk or jog","Total people - age group","Total people - sex","2018",198,
"Whitby","Public bus","Total people - age group","Total people - sex","2018",6,
"Whitby","Train","Total people - age group","Total people - sex","2018",39,
"Porirua East","Bicycle","Total people - age group","Total people - sex","2018",0,
"Porirua East","Walk or jog","Total people - age group","Total people - sex","2018",24,
"Porirua East","Public bus","Total people - age group","Total people - sex","2018",3,
"Porirua East","Train","Total people - age group","Total people - sex","2018",0,
"Endeavour","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",132,
"Endeavour","Study at home","Total people - age group","Total people - sex","2018",60,
"Endeavour","Bicycle","Total people - age group","Total people - sex","2018",3,
"Endeavour","Walk or jog","Total people - age group","Total people - sex","2018",3,
"Endeavour","Public bus","Total people - age group","Total people - sex","2018",0,
"Endeavour","Train","Total people - age group","Total people - sex","2018",0,
"Cannons Creek North","Bicycle","Total people - age group","Total people - sex","2018",0,
"Cannons Creek North","Walk or jog","Total people - age group","Total people - sex","2018",66,
"Cannons Creek North","Public bus","Total people - age group","Total people - sex","2018",6,
"Cannons Creek North","Train","Total people - age group","Total people - sex","2018",0,
"Waitangirua","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",435,
"Waitangirua","Study at home","Total people - age group","Total people - sex","2018",21,
"Waitangirua","Bicycle","Total people - age group","Total people - sex","2018",0,
"Waitangirua","Walk or jog","Total people - age group","Total people - sex","2018",138,
"Waitangirua","Public bus","Total people - age group","Total people - sex","2018",3,
"Waitangirua","Train","Total people - age group","Total people - sex","2018",3,
"Ranui Heights","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",9,
"Ranui Heights","Study at home","Total people - age group","Total people - sex","2018",9,
"Ranui Heights","Bicycle","Total people - age group","Total people - sex","2018",,c
"Ranui Heights","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Ranui Heights","Public bus","Total people - age group","Total people - sex","2018",,c
"Ranui Heights","Train","Total people - age group","Total people - sex","2018",,c
"Cannons Creek East","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",579,
"Cannons Creek East","Study at home","Total people - age group","Total people - sex","2018",24,
"Cannons Creek East","Bicycle","Total people - age group","Total people - sex","2018",3,
"Cannons Creek East","Walk or jog","Total people - age group","Total people - sex","2018",282,
"Cannons Creek East","Public bus","Total people - age group","Total people - sex","2018",9,
"Cannons Creek East","Train","Total people - age group","Total people - sex","2018",3,
"Cannons Creek South","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",213,
"Cannons Creek South","Study at home","Total people - age group","Total people - sex","2018",18,
"Cannons Creek South","Bicycle","Total people - age group","Total people - sex","2018",0,
"Cannons Creek South","Walk or jog","Total people - age group","Total people - sex","2018",87,
"Cannons Creek South","Public bus","Total people - age group","Total people - sex","2018",0,
"Cannons Creek South","Train","Total people - age group","Total people - sex","2018",0,
"Akatarawa","Bicycle","Total people - age group","Total people - sex","2018",,c
"Akatarawa","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Akatarawa","Public bus","Total people - age group","Total people - sex","2018",,c
"Akatarawa","Train","Total people - age group","Total people - sex","2018",,c
"Riverstone Terraces","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",36,
"Riverstone Terraces","Study at home","Total people - age group","Total people - sex","2018",36,
"Riverstone Terraces","Bicycle","Total people - age group","Total people - sex","2018",0,
"Riverstone Terraces","Walk or jog","Total people - age group","Total people - sex","2018",0,
"Riverstone Terraces","Public bus","Total people - age group","Total people - sex","2018",0,
"Riverstone Terraces","Train","Total people - age group","Total people - sex","2018",0,
"Heretaunga","Bicycle","Total people - age group","Total people - sex","2018",33,
"Heretaunga","Walk or jog","Total people - age group","Total people - sex","2018",150,
"Heretaunga","Public bus","Total people - age group","Total people - sex","2018",84,
"Heretaunga","Train","Total people - age group","Total people - sex","2018",96,
"Birchville-Brown Owl","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",234,
"Birchville-Brown Owl","Study at home","Total people - age group","Total people - sex","2018",57,
"Birchville-Brown Owl","Bicycle","Total people - age group","Total people - sex","2018",6,
"Birchville-Brown Owl","Walk or jog","Total people - age group","Total people - sex","2018",36,
"Birchville-Brown Owl","Public bus","Total people - age group","Total people - sex","2018",0,
"Birchville-Brown Owl","Train","Total people - age group","Total people - sex","2018",0,
"Poets Block","Bicycle","Total people - age group","Total people - sex","2018",9,
"Poets Block","Walk or jog","Total people - age group","Total people - sex","2018",117,
"Poets Block","Public bus","Total people - age group","Total people - sex","2018",6,
"Poets Block","Train","Total people - age group","Total people - sex","2018",0,
"Brentwood (Upper Hutt City)","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",1263,
"Brentwood (Upper Hutt City)","Study at home","Total people - age group","Total people - sex","2018",48,
"Brentwood (Upper Hutt City)","Bicycle","Total people - age group","Total people - sex","2018",54,
"Brentwood (Upper Hutt City)","Walk or jog","Total people - age group","Total people - sex","2018",300,
"Brentwood (Upper Hutt City)","Public bus","Total people - age group","Total people - sex","2018",108,
"Brentwood (Upper Hutt City)","Train","Total people - age group","Total people - sex","2018",9,
"Silverstream (Upper Hutt City)","Study at home","Total people - age group","Total people - sex","2018",60,
"Silverstream (Upper Hutt City)","Bicycle","Total people - age group","Total people - sex","2018",12,
"Silverstream (Upper Hutt City)","Walk or jog","Total people - age group","Total people - sex","2018",96,
"Silverstream (Upper Hutt City)","Public bus","Total people - age group","Total people - sex","2018",0,
"Silverstream (Upper Hutt City)","Train","Total people - age group","Total people - sex","2018",0,
"Elderslea","Study at home","Total people - age group","Total people - sex","2018",42,
"Elderslea","Bicycle","Total people - age group","Total people - sex","2018",15,
"Elderslea","Walk or jog","Total people - age group","Total people - sex","2018",120,
"Elderslea","Public bus","Total people - age group","Total people - sex","2018",12,
"Elderslea","Train","Total people - age group","Total people - sex","2018",3,
"Trentham North","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",828,
"Trentham North","Study at home","Total people - age group","Total people - sex","2018",60,
"Trentham North","Bicycle","Total people - age group","Total people - sex","2018",21,
"Trentham North","Walk or jog","Total people - age group","Total people - sex","2018",171,
"Trentham North","Public bus","Total people - age group","Total people - sex","2018",60,
"Trentham North","Train","Total people - age group","Total people - sex","2018",21,
"Totara Park","Bicycle","Total people - age group","Total people - sex","2018",15,
"Totara Park","Walk or jog","Total people - age group","Total people - sex","2018",99,
"Totara Park","Public bus","Total people - age group","Total people - sex","2018",0,
"Totara Park","Train","Total people - age group","Total people - sex","2018",0,
"Trentham South","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",813,
"Trentham South","Study at home","Total people - age group","Total people - sex","2018",69,
"Trentham South","Bicycle","Total people - age group","Total people - sex","2018",33,
"Trentham South","Walk or jog","Total people - age group","Total people - sex","2018",30,
"Trentham South","Public bus","Total people - age group","Total people - sex","2018",21,
"Trentham South","Train","Total people - age group","Total people - sex","2018",216,
"Mangaroa","Bicycle","Total people - age group","Total people - sex","2018",0,
"Mangaroa","Walk or jog","Total people - age group","Total people - sex","2018",3,
"Mangaroa","Public bus","Total people - age group","Total people - sex","2018",0,
"Mangaroa","Train","Total people - age group","Total people - sex","2018",0,
"Ebdentown","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",288,
"Ebdentown","Study at home","Total people - age group","Total people - sex","2018",42,
"Ebdentown","Bicycle","Total people - age group","Total people - sex","2018",12,
"Ebdentown","Walk or jog","Total people - age group","Total people - sex","2018",57,
"Ebdentown","Public bus","Total people - age group","Total people - sex","2018",3,
"Ebdentown","Train","Total people - age group","Total people - sex","2018",3,
"Wallaceville","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",318,
"Wallaceville","Study at home","Total people - age group","Total people - sex","2018",33,
"Wallaceville","Bicycle","Total people - age group","Total people - sex","2018",3,
"Wallaceville","Walk or jog","Total people - age group","Total people - sex","2018",39,
"Wallaceville","Public bus","Total people - age group","Total people - sex","2018",9,
"Wallaceville","Train","Total people - age group","Total people - sex","2018",0,
"Maoribank","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",144,
"Maoribank","Study at home","Total people - age group","Total people - sex","2018",69,
"Maoribank","Bicycle","Total people - age group","Total people - sex","2018",6,
"Maoribank","Walk or jog","Total people - age group","Total people - sex","2018",27,
"Maoribank","Public bus","Total people - age group","Total people - sex","2018",0,
"Maoribank","Train","Total people - age group","Total people - sex","2018",0,
"Te Marua","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",150,
"Te Marua","Study at home","Total people - age group","Total people - sex","2018",18,
"Te Marua","Bicycle","Total people - age group","Total people - sex","2018",3,
"Te Marua","Walk or jog","Total people - age group","Total people - sex","2018",21,
"Te Marua","Public bus","Total people - age group","Total people - sex","2018",3,
"Te Marua","Train","Total people - age group","Total people - sex","2018",0,
"Pinehaven","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",255,
"Pinehaven","Study at home","Total people - age group","Total people - sex","2018",30,
"Pinehaven","Bicycle","Total people - age group","Total people - sex","2018",3,
"Pinehaven","Walk or jog","Total people - age group","Total people - sex","2018",75,
"Pinehaven","Public bus","Total people - age group","Total people - sex","2018",0,
"Pinehaven","Train","Total people - age group","Total people - sex","2018",0,
"Clouston Park","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",60,
"Clouston Park","Study at home","Total people - age group","Total people - sex","2018",30,
"Clouston Park","Bicycle","Total people - age group","Total people - sex","2018",0,
"Clouston Park","Walk or jog","Total people - age group","Total people - sex","2018",3,
"Clouston Park","Public bus","Total people - age group","Total people - sex","2018",0,
"Clouston Park","Train","Total people - age group","Total people - sex","2018",0,
"Upper Hutt Central","Bicycle","Total people - age group","Total people - sex","2018",0,
"Upper Hutt Central","Walk or jog","Total people - age group","Total people - sex","2018",27,
"Upper Hutt Central","Public bus","Total people - age group","Total people - sex","2018",21,
"Upper Hutt Central","Train","Total people - age group","Total people - sex","2018",3,
"Belmont Park","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",132,
"Belmont Park","Study at home","Total people - age group","Total people - sex","2018",6,
"Belmont Park","Bicycle","Total people - age group","Total people - sex","2018",0,
"Belmont Park","Walk or jog","Total people - age group","Total people - sex","2018",3,
"Belmont Park","Public bus","Total people - age group","Total people - sex","2018",3,
"Belmont Park","Train","Total people - age group","Total people - sex","2018",0,
"Maungaraki","Bicycle","Total people - age group","Total people - sex","2018",9,
"Maungaraki","Walk or jog","Total people - age group","Total people - sex","2018",117,
"Maungaraki","Public bus","Total people - age group","Total people - sex","2018",0,
"Maungaraki","Train","Total people - age group","Total people - sex","2018",0,
"Korokoro","Study at home","Total people - age group","Total people - sex","2018",30,
"Korokoro","Bicycle","Total people - age group","Total people - sex","2018",6,
"Korokoro","Walk or jog","Total people - age group","Total people - sex","2018",60,
"Korokoro","Public bus","Total people - age group","Total people - sex","2018",0,
"Korokoro","Train","Total people - age group","Total people - sex","2018",0,
"Kelson","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",303,
"Kelson","Study at home","Total people - age group","Total people - sex","2018",51,
"Kelson","Bicycle","Total people - age group","Total people - sex","2018",3,
"Kelson","Walk or jog","Total people - age group","Total people - sex","2018",60,
"Kelson","Public bus","Total people - age group","Total people - sex","2018",0,
"Kelson","Train","Total people - age group","Total people - sex","2018",0,
"Normandale","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",225,
"Normandale","Study at home","Total people - age group","Total people - sex","2018",42,
"Normandale","Bicycle","Total people - age group","Total people - sex","2018",0,
"Normandale","Walk or jog","Total people - age group","Total people - sex","2018",72,
"Normandale","Public bus","Total people - age group","Total people - sex","2018",0,
"Normandale","Train","Total people - age group","Total people - sex","2018",0,
"Belmont (Lower Hutt City)","Study at home","Total people - age group","Total people - sex","2018",45,
"Belmont (Lower Hutt City)","Bicycle","Total people - age group","Total people - sex","2018",9,
"Belmont (Lower Hutt City)","Walk or jog","Total people - age group","Total people - sex","2018",18,
"Belmont (Lower Hutt City)","Public bus","Total people - age group","Total people - sex","2018",3,
"Belmont (Lower Hutt City)","Train","Total people - age group","Total people - sex","2018",0,
"Petone Central","Bicycle","Total people - age group","Total people - sex","2018",0,
"Petone Central","Walk or jog","Total people - age group","Total people - sex","2018",9,
"Petone Central","Public bus","Total people - age group","Total people - sex","2018",6,
"Petone Central","Train","Total people - age group","Total people - sex","2018",3,
"Tirohanga","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",324,
"Tirohanga","Study at home","Total people - age group","Total people - sex","2018",15,
"Tirohanga","Bicycle","Total people - age group","Total people - sex","2018",3,
"Tirohanga","Walk or jog","Total people - age group","Total people - sex","2018",57,
"Tirohanga","Public bus","Total people - age group","Total people - sex","2018",3,
"Tirohanga","Train","Total people - age group","Total people - sex","2018",6,
"Manor Park","Bicycle","Total people - age group","Total people - sex","2018",,c
"Manor Park","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Manor Park","Public bus","Total people - age group","Total people - sex","2018",,c
"Manor Park","Train","Total people - age group","Total people - sex","2018",,c
"Alicetown-Melling","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",513,
"Alicetown-Melling","Study at home","Total people - age group","Total people - sex","2018",45,
"Alicetown-Melling","Bicycle","Total people - age group","Total people - sex","2018",9,
"Alicetown-Melling","Walk or jog","Total people - age group","Total people - sex","2018",81,
"Alicetown-Melling","Public bus","Total people - age group","Total people - sex","2018",3,
"Alicetown-Melling","Train","Total people - age group","Total people - sex","2018",3,
"Taita North","Bicycle","Total people - age group","Total people - sex","2018",0,
"Taita North","Public bus","Total people - age group","Total people - sex","2018",0,
"Taita North","Train","Total people - age group","Total people - sex","2018",0,
"Boulcott","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",399,
"Boulcott","Study at home","Total people - age group","Total people - sex","2018",39,
"Boulcott","Bicycle","Total people - age group","Total people - sex","2018",12,
"Boulcott","Walk or jog","Total people - age group","Total people - sex","2018",63,
"Boulcott","Public bus","Total people - age group","Total people - sex","2018",3,
"Boulcott","Train","Total people - age group","Total people - sex","2018",0,
"Hutt Central North","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",1254,
"Hutt Central North","Study at home","Total people - age group","Total people - sex","2018",15,
"Hutt Central North","Bicycle","Total people - age group","Total people - sex","2018",12,
"Hutt Central North","Walk or jog","Total people - age group","Total people - sex","2018",171,
"Hutt Central North","Public bus","Total people - age group","Total people - sex","2018",99,
"Hutt Central North","Train","Total people - age group","Total people - sex","2018",3,
"Avalon West","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",120,
"Avalon West","Study at home","Total people - age group","Total people - sex","2018",18,
"Avalon West","Bicycle","Total people - age group","Total people - sex","2018",0,
"Avalon West","Walk or jog","Total people - age group","Total people - sex","2018",24,
"Avalon West","Public bus","Total people - age group","Total people - sex","2018",9,
"Avalon West","Train","Total people - age group","Total people - sex","2018",0,
"Stokes Valley Central","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",141,
"Stokes Valley Central","Study at home","Total people - age group","Total people - sex","2018",33,
"Stokes Valley Central","Bicycle","Total people - age group","Total people - sex","2018",3,
"Stokes Valley Central","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Stokes Valley Central","Public bus","Total people - age group","Total people - sex","2018",3,
"Stokes Valley Central","Train","Total people - age group","Total people - sex","2018",0,
"Taita South","Bicycle","Total people - age group","Total people - sex","2018",3,
"Taita South","Walk or jog","Total people - age group","Total people - sex","2018",117,
"Taita South","Public bus","Total people - age group","Total people - sex","2018",54,
"Taita South","Train","Total people - age group","Total people - sex","2018",21,
"Petone East","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",2139,
"Petone East","Study at home","Total people - age group","Total people - sex","2018",51,
"Petone East","Bicycle","Total people - age group","Total people - sex","2018",39,
"Petone East","Walk or jog","Total people - age group","Total people - sex","2018",252,
"Petone East","Public bus","Total people - age group","Total people - sex","2018",390,
"Petone East","Train","Total people - age group","Total people - sex","2018",135,
"Hutt Central South","Bicycle","Total people - age group","Total people - sex","2018",96,
"Hutt Central South","Walk or jog","Total people - age group","Total people - sex","2018",873,
"Hutt Central South","Public bus","Total people - age group","Total people - sex","2018",543,
"Hutt Central South","Train","Total people - age group","Total people - sex","2018",45,
"Stokes Valley North","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",357,
"Stokes Valley North","Study at home","Total people - age group","Total people - sex","2018",63,
"Stokes Valley North","Bicycle","Total people - age group","Total people - sex","2018",6,
"Stokes Valley North","Walk or jog","Total people - age group","Total people - sex","2018",63,
"Stokes Valley North","Public bus","Total people - age group","Total people - sex","2018",0,
"Stokes Valley North","Train","Total people - age group","Total people - sex","2018",0,
"Petone Esplanade","Study at home","Total people - age group","Total people - sex","2018",45,
"Petone Esplanade","Bicycle","Total people - age group","Total people - sex","2018",3,
"Petone Esplanade","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Petone Esplanade","Public bus","Total people - age group","Total people - sex","2018",0,
"Petone Esplanade","Train","Total people - age group","Total people - sex","2018",3,
"Epuni West","Study at home","Total people - age group","Total people - sex","2018",36,
"Epuni West","Bicycle","Total people - age group","Total people - sex","2018",3,
"Epuni West","Walk or jog","Total people - age group","Total people - sex","2018",21,
"Epuni West","Public bus","Total people - age group","Total people - sex","2018",0,
"Epuni West","Train","Total people - age group","Total people - sex","2018",3,
"Avalon East","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",888,
"Avalon East","Study at home","Total people - age group","Total people - sex","2018",30,
"Avalon East","Bicycle","Total people - age group","Total people - sex","2018",39,
"Avalon East","Walk or jog","Total people - age group","Total people - sex","2018",300,
"Avalon East","Public bus","Total people - age group","Total people - sex","2018",93,
"Avalon East","Train","Total people - age group","Total people - sex","2018",9,
"Woburn","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",24,
"Woburn","Study at home","Total people - age group","Total people - sex","2018",24,
"Woburn","Bicycle","Total people - age group","Total people - sex","2018",0,
"Woburn","Walk or jog","Total people - age group","Total people - sex","2018",0,
"Woburn","Public bus","Total people - age group","Total people - sex","2018",0,
"Woburn","Train","Total people - age group","Total people - sex","2018",0,
"Naenae Central","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",246,
"Naenae Central","Study at home","Total people - age group","Total people - sex","2018",30,
"Naenae Central","Bicycle","Total people - age group","Total people - sex","2018",3,
"Naenae Central","Walk or jog","Total people - age group","Total people - sex","2018",63,
"Naenae Central","Public bus","Total people - age group","Total people - sex","2018",6,
"Naenae Central","Train","Total people - age group","Total people - sex","2018",0,
"Waterloo West","Bicycle","Total people - age group","Total people - sex","2018",33,
"Waterloo West","Public bus","Total people - age group","Total people - sex","2018",3,
"Waterloo West","Train","Total people - age group","Total people - sex","2018",3,
"Epuni East","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",141,
"Epuni East","Study at home","Total people - age group","Total people - sex","2018",54,
"Epuni East","Bicycle","Total people - age group","Total people - sex","2018",3,
"Epuni East","Walk or jog","Total people - age group","Total people - sex","2018",33,
"Epuni East","Public bus","Total people - age group","Total people - sex","2018",0,
"Epuni East","Train","Total people - age group","Total people - sex","2018",0,
"Gracefield","Bicycle","Total people - age group","Total people - sex","2018",0,
"Gracefield","Public bus","Total people - age group","Total people - sex","2018",0,
"Gracefield","Train","Total people - age group","Total people - sex","2018",0,
"Moera","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",126,
"Moera","Study at home","Total people - age group","Total people - sex","2018",15,
"Moera","Bicycle","Total people - age group","Total people - sex","2018",12,
"Moera","Walk or jog","Total people - age group","Total people - sex","2018",39,
"Moera","Public bus","Total people - age group","Total people - sex","2018",0,
"Moera","Train","Total people - age group","Total people - sex","2018",0,
"Delaney","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",72,
"Delaney","Study at home","Total people - age group","Total people - sex","2018",33,
"Delaney","Bicycle","Total people - age group","Total people - sex","2018",0,
"Delaney","Walk or jog","Total people - age group","Total people - sex","2018",3,
"Delaney","Public bus","Total people - age group","Total people - sex","2018",0,
"Delaney","Train","Total people - age group","Total people - sex","2018",0,
"Waiwhetu","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",708,
"Waiwhetu","Study at home","Total people - age group","Total people - sex","2018",57,
"Waiwhetu","Bicycle","Total people - age group","Total people - sex","2018",42,
"Waiwhetu","Walk or jog","Total people - age group","Total people - sex","2018",102,
"Waiwhetu","Public bus","Total people - age group","Total people - sex","2018",21,
"Waiwhetu","Train","Total people - age group","Total people - sex","2018",6,
"Waterloo East","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",186,
"Waterloo East","Study at home","Total people - age group","Total people - sex","2018",33,
"Waterloo East","Bicycle","Total people - age group","Total people - sex","2018",6,
"Waterloo East","Walk or jog","Total people - age group","Total people - sex","2018",9,
"Waterloo East","Public bus","Total people - age group","Total people - sex","2018",6,
"Waterloo East","Train","Total people - age group","Total people - sex","2018",6,
"Naenae North","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",543,
"Naenae North","Study at home","Total people - age group","Total people - sex","2018",33,
"Naenae North","Bicycle","Total people - age group","Total people - sex","2018",24,
"Naenae North","Walk or jog","Total people - age group","Total people - sex","2018",108,
"Naenae North","Public bus","Total people - age group","Total people - sex","2018",12,
"Naenae North","Train","Total people - age group","Total people - sex","2018",3,
"Manuka","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",198,
"Manuka","Study at home","Total people - age group","Total people - sex","2018",33,
"Manuka","Bicycle","Total people - age group","Total people - sex","2018",9,
"Manuka","Walk or jog","Total people - age group","Total people - sex","2018",63,
"Manuka","Public bus","Total people - age group","Total people - sex","2018",0,
"Manuka","Train","Total people - age group","Total people - sex","2018",0,
"Naenae South","Bicycle","Total people - age group","Total people - sex","2018",0,
"Naenae South","Walk or jog","Total people - age group","Total people - sex","2018",0,
"Naenae South","Public bus","Total people - age group","Total people - sex","2018",0,
"Naenae South","Train","Total people - age group","Total people - sex","2018",0,
"Towai","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",0,
"Towai","Study at home","Total people - age group","Total people - sex","2018",,c
"Towai","Bicycle","Total people - age group","Total people - sex","2018",,c
"Towai","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Towai","Public bus","Total people - age group","Total people - sex","2018",,c
"Towai","Train","Total people - age group","Total people - sex","2018",,c
"Arakura","Bicycle","Total people - age group","Total people - sex","2018",12,
"Arakura","Walk or jog","Total people - age group","Total people - sex","2018",57,
"Arakura","Public bus","Total people - age group","Total people - sex","2018",0,
"Arakura","Train","Total people - age group","Total people - sex","2018",0,
"Eastern Bays","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",351,
"Eastern Bays","Study at home","Total people - age group","Total people - sex","2018",33,
"Eastern Bays","Bicycle","Total people - age group","Total people - sex","2018",0,
"Eastern Bays","Walk or jog","Total people - age group","Total people - sex","2018",6,
"Eastern Bays","Public bus","Total people - age group","Total people - sex","2018",3,
"Eastern Bays","Train","Total people - age group","Total people - sex","2018",0,
"Pencarrow","Study at home","Total people - age group","Total people - sex","2018",12,
"Pencarrow","Bicycle","Total people - age group","Total people - sex","2018",,c
"Pencarrow","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Pencarrow","Public bus","Total people - age group","Total people - sex","2018",,c
"Pencarrow","Train","Total people - age group","Total people - sex","2018",,c
"Wainuiomata West","Study at home","Total people - age group","Total people - sex","2018",48,
"Wainuiomata West","Bicycle","Total people - age group","Total people - sex","2018",33,
"Wainuiomata West","Walk or jog","Total people - age group","Total people - sex","2018",249,
