Area,Main means of travel to work,Age group,Sex,Year,Value,Flags
"New Zealand Economic Zone","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",,c
"New Zealand Economic Zone","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"New Zealand Economic Zone","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"New Zealand Economic Zone","Public bus","Total people - age group","Total people - sex","2018",,c
"New Zealand Economic Zone","Train","Total people - age group","Total people - sex","2018",,c
"New Zealand Economic Zone","Bicycle","Total people - age group","Total people - sex","2018",,c
"New Zealand Economic Zone","Walk or jog","Total people - age group","Total people - sex","2018",,c
"New Zealand Economic Zone","Ferry","Total people - age group","Total people - sex","2018",,c
"New Zealand Economic Zone","Other","Total people - age group","Total people - sex","2018",,c
"Oceanic Kermadec Islands","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",0,
"Oceanic Kermadec Islands","Work at home","Total people - age group","Total people - sex","2018",,c
"Oceanic Kermadec Islands","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",,c
"Oceanic Kermadec Islands","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Oceanic Kermadec Islands","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Oceanic Kermadec Islands","Public bus","Total people - age group","Total people - sex","2018",,c
"Oceanic Kermadec Islands","Train","Total people - age group","Total people - sex","2018",,c
"Oceanic Kermadec Islands","Bicycle","Total people - age group","Total people - sex","2018",,c
"Oceanic Kermadec Islands","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Oceanic Kermadec Islands","Ferry","Total people - age group","Total people - sex","2018",,c
"Oceanic Kermadec Islands","Other","Total people - age group","Total people - sex","2018",,c
"Kermadec Islands","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",0,
"Kermadec Islands","Work at home","Total people - age group","Total people - sex","2018",,c
"Kermadec Islands","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",,c
"Kermadec Islands","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Kermadec Islands","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Kermadec Islands","Public bus","Total people - age group","Total people - sex","2018",,c
"Kermadec Islands","Train","Total people - age group","Total people - sex","2018",,c
"Kermadec Islands","Bicycle","Total people - age group","Total people - sex","2018",,c
"Kermadec Islands","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Kermadec Islands","Ferry","Total people - age group","Total people - sex","2018",,c
"Kermadec Islands","Other","Total people - age group","Total people - sex","2018",,c
"Oceanic Oil Rig Taranaki","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",0,
"Oceanic Oil Rig Taranaki","Work at home","Total people - age group","Total people - sex","2018",,c
"Oceanic Oil Rig Taranaki","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",,c
"Oceanic Oil Rig Taranaki","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Oceanic Oil Rig Taranaki","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Oceanic Oil Rig Taranaki","Public bus","Total people - age group","Total people - sex","2018",,c
"Oceanic Oil Rig Taranaki","Train","Total people - age group","Total people - sex","2018",,c
"Oceanic Oil Rig Taranaki","Bicycle","Total people - age group","Total people - sex","2018",,c
"Oceanic Oil Rig Taranaki","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Oceanic Oil Rig Taranaki","Ferry","Total people - age group","Total people - sex","2018",,c
"Oceanic Oil Rig Taranaki","Other","Total people - age group","Total people - sex","2018",,c
"Oceanic Campbell Island","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",0,
"Oceanic Campbell Island","Work at home","Total people - age group","Total people - sex","2018",,c
"Oceanic Campbell Island","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",,c
"Oceanic Campbell Island","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Oceanic Campbell Island","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Oceanic Campbell Island","Public bus","Total people - age group","Total people - sex","2018",,c
"Oceanic Campbell Island","Train","Total people - age group","Total people - sex","2018",,c
"Oceanic Campbell Island","Bicycle","Total people - age group","Total people - sex","2018",,c
"Oceanic Campbell Island","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Oceanic Campbell Island","Ferry","Total people - age group","Total people - sex","2018",,c
"Oceanic Campbell Island","Other","Total people - age group","Total people - sex","2018",,c
"Campbell Island","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",0,
"Campbell Island","Work at home","Total people - age group","Total people - sex","2018",,c
"Campbell Island","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",,c
"Campbell Island","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Campbell Island","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Campbell Island","Public bus","Total people - age group","Total people - sex","2018",,c
"Campbell Island","Train","Total people - age group","Total people - sex","2018",,c
"Campbell Island","Bicycle","Total people - age group","Total people - sex","2018",,c
"Campbell Island","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Campbell Island","Ferry","Total people - age group","Total people - sex","2018",,c
"Campbell Island","Other","Total people - age group","Total people - sex","2018",,c
"Oceanic Oil Rig Southland","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",0,
"Oceanic Oil Rig Southland","Work at home","Total people - age group","Total people - sex","2018",,c
"Oceanic Oil Rig Southland","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",,c
"Oceanic Oil Rig Southland","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Oceanic Oil Rig Southland","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Oceanic Oil Rig Southland","Public bus","Total people - age group","Total people - sex","2018",,c
"Oceanic Oil Rig Southland","Train","Total people - age group","Total people - sex","2018",,c
"Oceanic Oil Rig Southland","Bicycle","Total people - age group","Total people - sex","2018",,c
"Oceanic Oil Rig Southland","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Oceanic Oil Rig Southland","Ferry","Total people - age group","Total people - sex","2018",,c
"Oceanic Oil Rig Southland","Other","Total people - age group","Total people - sex","2018",,c
"Oceanic Auckland Islands","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",0,
"Oceanic Auckland Islands","Work at home","Total people - age group","Total people - sex","2018",,c
"Oceanic Auckland Islands","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",,c
"Oceanic Auckland Islands","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Oceanic Auckland Islands","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Oceanic Auckland Islands","Public bus","Total people - age group","Total people - sex","2018",,c
"Oceanic Auckland Islands","Train","Total people - age group","Total people - sex","2018",,c
"Oceanic Auckland Islands","Bicycle","Total people - age group","Total people - sex","2018",,c
"Oceanic Auckland Islands","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Oceanic Auckland Islands","Ferry","Total people - age group","Total people - sex","2018",,c
"Oceanic Auckland Islands","Other","Total people - age group","Total people - sex","2018",,c
"Auckland Islands","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",0,
"Auckland Islands","Work at home","Total people - age group","Total people - sex","2018",,c
"Auckland Islands","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",,c
"Auckland Islands","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Auckland Islands","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Auckland Islands","Public bus","Total people - age group","Total people - sex","2018",,c
"Auckland Islands","Train","Total people - age group","Total people - sex","2018",,c
"Auckland Islands","Bicycle","Total people - age group","Total people - sex","2018",,c
"Auckland Islands","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Auckland Islands","Ferry","Total people - age group","Total people - sex","2018",,c
"Auckland Islands","Other","Total people - age group","Total people - sex","2018",,c
"Oceanic Bounty Islands","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",0,
"Oceanic Bounty Islands","Work at home","Total people - age group","Total people - sex","2018",,c
"Oceanic Bounty Islands","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",,c
"Oceanic Bounty Islands","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Oceanic Bounty Islands","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Oceanic Bounty Islands","Public bus","Total people - age group","Total people - sex","2018",,c
"Oceanic Bounty Islands","Train","Total people - age group","Total people - sex","2018",,c
"Oceanic Bounty Islands","Bicycle","Total people - age group","Total people - sex","2018",,c
"Oceanic Bounty Islands","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Oceanic Bounty Islands","Ferry","Total people - age group","Total people - sex","2018",,c
"Oceanic Bounty Islands","Other","Total people - age group","Total people - sex","2018",,c
"Bounty Islands","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",0,
"Bounty Islands","Work at home","Total people - age group","Total people - sex","2018",,c
"Bounty Islands","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",,c
"Bounty Islands","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Bounty Islands","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Bounty Islands","Public bus","Total people - age group","Total people - sex","2018",,c
"Bounty Islands","Train","Total people - age group","Total people - sex","2018",,c
"Bounty Islands","Bicycle","Total people - age group","Total people - sex","2018",,c
"Bounty Islands","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Bounty Islands","Ferry","Total people - age group","Total people - sex","2018",,c
"Bounty Islands","Other","Total people - age group","Total people - sex","2018",,c
"Oceanic Snares Islands","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",0,
"Oceanic Snares Islands","Work at home","Total people - age group","Total people - sex","2018",,c
"Oceanic Snares Islands","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",,c
"Oceanic Snares Islands","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Oceanic Snares Islands","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Oceanic Snares Islands","Public bus","Total people - age group","Total people - sex","2018",,c
"Oceanic Snares Islands","Train","Total people - age group","Total people - sex","2018",,c
"Oceanic Snares Islands","Bicycle","Total people - age group","Total people - sex","2018",,c
"Oceanic Snares Islands","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Oceanic Snares Islands","Ferry","Total people - age group","Total people - sex","2018",,c
"Oceanic Snares Islands","Other","Total people - age group","Total people - sex","2018",,c
"Snares Islands","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",0,
"Snares Islands","Work at home","Total people - age group","Total people - sex","2018",,c
"Snares Islands","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",,c
"Snares Islands","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Snares Islands","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Snares Islands","Public bus","Total people - age group","Total people - sex","2018",,c
"Snares Islands","Train","Total people - age group","Total people - sex","2018",,c
"Snares Islands","Bicycle","Total people - age group","Total people - sex","2018",,c
"Snares Islands","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Snares Islands","Ferry","Total people - age group","Total people - sex","2018",,c
"Snares Islands","Other","Total people - age group","Total people - sex","2018",,c
"Oceanic Antipodes Islands","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",0,
"Oceanic Antipodes Islands","Work at home","Total people - age group","Total people - sex","2018",,c
"Oceanic Antipodes Islands","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",,c
"Oceanic Antipodes Islands","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Oceanic Antipodes Islands","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Oceanic Antipodes Islands","Public bus","Total people - age group","Total people - sex","2018",,c
"Oceanic Antipodes Islands","Train","Total people - age group","Total people - sex","2018",,c
"Oceanic Antipodes Islands","Bicycle","Total people - age group","Total people - sex","2018",,c
"Oceanic Antipodes Islands","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Oceanic Antipodes Islands","Ferry","Total people - age group","Total people - sex","2018",,c
"Oceanic Antipodes Islands","Other","Total people - age group","Total people - sex","2018",,c
"Antipodes Islands","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",0,
"Antipodes Islands","Work at home","Total people - age group","Total people - sex","2018",,c
"Antipodes Islands","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",,c
"Antipodes Islands","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Antipodes Islands","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Antipodes Islands","Public bus","Total people - age group","Total people - sex","2018",,c
"Antipodes Islands","Train","Total people - age group","Total people - sex","2018",,c
"Antipodes Islands","Bicycle","Total people - age group","Total people - sex","2018",,c
"Antipodes Islands","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Antipodes Islands","Ferry","Total people - age group","Total people - sex","2018",,c
"Antipodes Islands","Other","Total people - age group","Total people - sex","2018",,c
"Ross Dependency","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",0,
"Ross Dependency","Work at home","Total people - age group","Total people - sex","2018",,c
"Ross Dependency","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",,c
"Ross Dependency","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Ross Dependency","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Ross Dependency","Public bus","Total people - age group","Total people - sex","2018",,c
"Ross Dependency","Train","Total people - age group","Total people - sex","2018",,c
"Ross Dependency","Bicycle","Total people - age group","Total people - sex","2018",,c
"Ross Dependency","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Ross Dependency","Ferry","Total people - age group","Total people - sex","2018",,c
"Ross Dependency","Other","Total people - age group","Total people - sex","2018",,c
"Northland","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",81534,
"Northland","Work at home","Total people - age group","Total people - sex","2018",13995,
"Northland","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",48564,
"Northland","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",10011,
"Northland","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",3744,
"Northland","Public bus","Total people - age group","Total people - sex","2018",345,
"Northland","Train","Total people - age group","Total people - sex","2018",21,
"Northland","Bicycle","Total people - age group","Total people - sex","2018",492,
"Northland","Walk or jog","Total people - age group","Total people - sex","2018",3255,
"Northland","Ferry","Total people - age group","Total people - sex","2018",78,
"Northland","Other","Total people - age group","Total people - sex","2018",1023,
"Waitemata","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",310632,
"Waitemata","Work at home","Total people - age group","Total people - sex","2018",30915,
"Waitemata","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",186327,
"Waitemata","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",36561,
"Waitemata","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",11031,
"Waitemata","Public bus","Total people - age group","Total people - sex","2018",23643,
"Waitemata","Train","Total people - age group","Total people - sex","2018",5685,
"Waitemata","Bicycle","Total people - age group","Total people - sex","2018",2166,
"Waitemata","Walk or jog","Total people - age group","Total people - sex","2018",7410,
"Waitemata","Ferry","Total people - age group","Total people - sex","2018",3198,
"Waitemata","Other","Total people - age group","Total people - sex","2018",3699,
"Auckland","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",260535,
"Auckland","Work at home","Total people - age group","Total people - sex","2018",22494,
"Auckland","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",135567,
"Auckland","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",20040,
"Auckland","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",9024,
"Auckland","Public bus","Total people - age group","Total people - sex","2018",28872,
"Auckland","Train","Total people - age group","Total people - sex","2018",9891,
"Auckland","Bicycle","Total people - age group","Total people - sex","2018",5121,
"Auckland","Walk or jog","Total people - age group","Total people - sex","2018",23697,
"Auckland","Ferry","Total people - age group","Total people - sex","2018",1185,
"Auckland","Other","Total people - age group","Total people - sex","2018",4644,
"Counties Manukau","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",264426,
"Counties Manukau","Work at home","Total people - age group","Total people - sex","2018",20415,
"Counties Manukau","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",175434,
"Counties Manukau","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",30501,
"Counties Manukau","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",13839,
"Counties Manukau","Public bus","Total people - age group","Total people - sex","2018",6318,
"Counties Manukau","Train","Total people - age group","Total people - sex","2018",8967,
"Counties Manukau","Bicycle","Total people - age group","Total people - sex","2018",930,
"Counties Manukau","Walk or jog","Total people - age group","Total people - sex","2018",4692,
"Counties Manukau","Ferry","Total people - age group","Total people - sex","2018",945,
"Counties Manukau","Other","Total people - age group","Total people - sex","2018",2385,
"Waikato","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",202206,
"Waikato","Work at home","Total people - age group","Total people - sex","2018",29997,
"Waikato","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",122502,
"Waikato","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",24507,
"Waikato","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",7608,
"Waikato","Public bus","Total people - age group","Total people - sex","2018",2556,
"Waikato","Train","Total people - age group","Total people - sex","2018",75,
"Waikato","Bicycle","Total people - age group","Total people - sex","2018",3198,
"Waikato","Walk or jog","Total people - age group","Total people - sex","2018",8562,
"Waikato","Ferry","Total people - age group","Total people - sex","2018",39,
"Waikato","Other","Total people - age group","Total people - sex","2018",3159,
"Lakes","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",54897,
"Lakes","Work at home","Total people - age group","Total people - sex","2018",7638,
"Lakes","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",32877,
"Lakes","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",7344,
"Lakes","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",2694,
"Lakes","Public bus","Total people - age group","Total people - sex","2018",528,
"Lakes","Train","Total people - age group","Total people - sex","2018",12,
"Lakes","Bicycle","Total people - age group","Total people - sex","2018",831,
"Lakes","Walk or jog","Total people - age group","Total people - sex","2018",2136,
"Lakes","Ferry","Total people - age group","Total people - sex","2018",6,
"Lakes","Other","Total people - age group","Total people - sex","2018",834,
"Bay of Plenty","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",118170,
"Bay of Plenty","Work at home","Total people - age group","Total people - sex","2018",17769,
"Bay of Plenty","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",71976,
"Bay of Plenty","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",15591,
"Bay of Plenty","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",4299,
"Bay of Plenty","Public bus","Total people - age group","Total people - sex","2018",1173,
"Bay of Plenty","Train","Total people - age group","Total people - sex","2018",39,
"Bay of Plenty","Bicycle","Total people - age group","Total people - sex","2018",2061,
"Bay of Plenty","Walk or jog","Total people - age group","Total people - sex","2018",3717,
"Bay of Plenty","Ferry","Total people - age group","Total people - sex","2018",18,
"Bay of Plenty","Other","Total people - age group","Total people - sex","2018",1524,
"Tairawhiti","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",22515,
"Tairawhiti","Work at home","Total people - age group","Total people - sex","2018",3393,
"Tairawhiti","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",12876,
"Tairawhiti","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",2853,
"Tairawhiti","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",1668,
"Tairawhiti","Public bus","Total people - age group","Total people - sex","2018",66,
"Tairawhiti","Train","Total people - age group","Total people - sex","2018",9,
"Tairawhiti","Bicycle","Total people - age group","Total people - sex","2018",510,
"Tairawhiti","Walk or jog","Total people - age group","Total people - sex","2018",822,
"Tairawhiti","Ferry","Total people - age group","Total people - sex","2018",3,
"Tairawhiti","Other","Total people - age group","Total people - sex","2018",315,
"Taranaki","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",58896,
"Taranaki","Work at home","Total people - age group","Total people - sex","2018",10302,
"Taranaki","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",34884,
"Taranaki","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",6486,
"Taranaki","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",1974,
"Taranaki","Public bus","Total people - age group","Total people - sex","2018",210,
"Taranaki","Train","Total people - age group","Total people - sex","2018",15,
"Taranaki","Bicycle","Total people - age group","Total people - sex","2018",969,
"Taranaki","Walk or jog","Total people - age group","Total people - sex","2018",2769,
"Taranaki","Ferry","Total people - age group","Total people - sex","2018",21,
"Taranaki","Other","Total people - age group","Total people - sex","2018",1269,
"Hawke's Bay","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",83547,
"Hawke's Bay","Work at home","Total people - age group","Total people - sex","2018",11454,
"Hawke's Bay","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",51948,
"Hawke's Bay","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",9756,
"Hawke's Bay","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",4101,
"Hawke's Bay","Public bus","Total people - age group","Total people - sex","2018",459,
"Hawke's Bay","Train","Total people - age group","Total people - sex","2018",18,
"Hawke's Bay","Bicycle","Total people - age group","Total people - sex","2018",1743,
"Hawke's Bay","Walk or jog","Total people - age group","Total people - sex","2018",2988,
"Hawke's Bay","Ferry","Total people - age group","Total people - sex","2018",9,
"Hawke's Bay","Other","Total people - age group","Total people - sex","2018",1077,
"Whanganui","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",30600,
"Whanganui","Work at home","Total people - age group","Total people - sex","2018",4476,
"Whanganui","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",18795,
"Whanganui","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",3282,
"Whanganui","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",1272,
"Whanganui","Public bus","Total people - age group","Total people - sex","2018",81,
"Whanganui","Train","Total people - age group","Total people - sex","2018",12,
"Whanganui","Bicycle","Total people - age group","Total people - sex","2018",702,
"Whanganui","Walk or jog","Total people - age group","Total people - sex","2018",1473,
"Whanganui","Ferry","Total people - age group","Total people - sex","2018",0,
"Whanganui","Other","Total people - age group","Total people - sex","2018",507,
"MidCentral","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",86007,
"MidCentral","Work at home","Total people - age group","Total people - sex","2018",11376,
"MidCentral","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",52566,
"MidCentral","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",9522,
"MidCentral","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",3135,
"MidCentral","Public bus","Total people - age group","Total people - sex","2018",780,
"MidCentral","Train","Total people - age group","Total people - sex","2018",540,
"MidCentral","Bicycle","Total people - age group","Total people - sex","2018",1929,
"MidCentral","Walk or jog","Total people - age group","Total people - sex","2018",4803,
"MidCentral","Ferry","Total people - age group","Total people - sex","2018",18,
"MidCentral","Other","Total people - age group","Total people - sex","2018",1344,
"Hutt Valley","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",78039,
"Hutt Valley","Work at home","Total people - age group","Total people - sex","2018",5985,
"Hutt Valley","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",40317,
"Hutt Valley","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",8838,
"Hutt Valley","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",3594,
"Hutt Valley","Public bus","Total people - age group","Total people - sex","2018",3723,
"Hutt Valley","Train","Total people - age group","Total people - sex","2018",10428,
"Hutt Valley","Bicycle","Total people - age group","Total people - sex","2018",1113,
"Hutt Valley","Walk or jog","Total people - age group","Total people - sex","2018",2790,
"Hutt Valley","Ferry","Total people - age group","Total people - sex","2018",276,
"Hutt Valley","Other","Total people - age group","Total people - sex","2018",972,
"Capital and Coast","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",170448,
"Capital and Coast","Work at home","Total people - age group","Total people - sex","2018",14595,
"Capital and Coast","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",69435,
"Capital and Coast","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",11868,
"Capital and Coast","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",7350,
"Capital and Coast","Public bus","Total people - age group","Total people - sex","2018",21825,
"Capital and Coast","Train","Total people - age group","Total people - sex","2018",11724,
"Capital and Coast","Bicycle","Total people - age group","Total people - sex","2018",5373,
"Capital and Coast","Walk or jog","Total people - age group","Total people - sex","2018",24624,
"Capital and Coast","Ferry","Total people - age group","Total people - sex","2018",36,
"Capital and Coast","Other","Total people - age group","Total people - sex","2018",3612,
"Wairarapa","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",23109,
"Wairarapa","Work at home","Total people - age group","Total people - sex","2018",3756,
"Wairarapa","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",12843,
"Wairarapa","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",2742,
"Wairarapa","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",885,
"Wairarapa","Public bus","Total people - age group","Total people - sex","2018",54,
"Wairarapa","Train","Total people - age group","Total people - sex","2018",1191,
"Wairarapa","Bicycle","Total people - age group","Total people - sex","2018",333,
"Wairarapa","Walk or jog","Total people - age group","Total people - sex","2018",993,
"Wairarapa","Ferry","Total people - age group","Total people - sex","2018",3,
"Wairarapa","Other","Total people - age group","Total people - sex","2018",315,
"Nelson Marlborough","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",79815,
"Nelson Marlborough","Work at home","Total people - age group","Total people - sex","2018",12318,
"Nelson Marlborough","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",44793,
"Nelson Marlborough","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",9996,
"Nelson Marlborough","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",2895,
"Nelson Marlborough","Public bus","Total people - age group","Total people - sex","2018",318,
"Nelson Marlborough","Train","Total people - age group","Total people - sex","2018",42,
"Nelson Marlborough","Bicycle","Total people - age group","Total people - sex","2018",3321,
"Nelson Marlborough","Walk or jog","Total people - age group","Total people - sex","2018",4860,
"Nelson Marlborough","Ferry","Total people - age group","Total people - sex","2018",33,
"Nelson Marlborough","Other","Total people - age group","Total people - sex","2018",1242,
"West Coast","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",16587,
"West Coast","Work at home","Total people - age group","Total people - sex","2018",3369,
"West Coast","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",8559,
"West Coast","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",1992,
"West Coast","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",783,
"West Coast","Public bus","Total people - age group","Total people - sex","2018",18,
"West Coast","Train","Total people - age group","Total people - sex","2018",0,
"West Coast","Bicycle","Total people - age group","Total people - sex","2018",360,
"West Coast","Walk or jog","Total people - age group","Total people - sex","2018",1278,
"West Coast","Ferry","Total people - age group","Total people - sex","2018",3,
"West Coast","Other","Total people - age group","Total people - sex","2018",222,
"Canterbury","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",294729,
"Canterbury","Work at home","Total people - age group","Total people - sex","2018",34344,
"Canterbury","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",177558,
"Canterbury","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",37353,
"Canterbury","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",8943,
