Area,Main means of travel to work,Age group,Sex,Year,Value,Flags
"Pomare","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",27,
"Pomare","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",6,
"Pomare","Train","Total people - age group","Total people - sex","2018",0,
"Pomare","Bicycle","Total people - age group","Total people - sex","2018",3,
"Rotorua Central","Work at home","Total people - age group","Total people - sex","2018",45,
"Rotorua Central","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",5325,
"Rotorua Central","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",507,
"Rotorua Central","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",348,
"Rotorua Central","Train","Total people - age group","Total people - sex","2018",0,
"Rotorua Central","Bicycle","Total people - age group","Total people - sex","2018",138,
"Hillcrest (Rotorua District)","Work at home","Total people - age group","Total people - sex","2018",78,
"Hillcrest (Rotorua District)","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",213,
"Hillcrest (Rotorua District)","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",36,
"Hillcrest (Rotorua District)","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",33,
"Hillcrest (Rotorua District)","Train","Total people - age group","Total people - sex","2018",0,
"Hillcrest (Rotorua District)","Bicycle","Total people - age group","Total people - sex","2018",3,
"Victoria","Work at home","Total people - age group","Total people - sex","2018",102,
"Victoria","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",243,
"Victoria","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",18,
"Victoria","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",12,
"Victoria","Train","Total people - age group","Total people - sex","2018",0,
"Victoria","Bicycle","Total people - age group","Total people - sex","2018",6,
"Waiohewa","Work at home","Total people - age group","Total people - sex","2018",75,
"Waiohewa","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",78,
"Waiohewa","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",18,
"Waiohewa","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",9,
"Waiohewa","Train","Total people - age group","Total people - sex","2018",0,
"Waiohewa","Bicycle","Total people - age group","Total people - sex","2018",3,
"Glenholme North","Work at home","Total people - age group","Total people - sex","2018",123,
"Glenholme North","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",141,
"Glenholme North","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",18,
"Glenholme North","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",12,
"Glenholme North","Train","Total people - age group","Total people - sex","2018",0,
"Glenholme North","Bicycle","Total people - age group","Total people - sex","2018",3,
"Springfield South","Work at home","Total people - age group","Total people - sex","2018",126,
"Springfield South","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",72,
"Springfield South","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",24,
"Springfield South","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",6,
"Springfield South","Train","Total people - age group","Total people - sex","2018",0,
"Springfield South","Bicycle","Total people - age group","Total people - sex","2018",0,
"Springfield North","Work at home","Total people - age group","Total people - sex","2018",78,
"Springfield North","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",201,
"Springfield North","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",24,
"Springfield North","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",12,
"Springfield North","Train","Total people - age group","Total people - sex","2018",0,
"Springfield North","Bicycle","Total people - age group","Total people - sex","2018",3,
"Glenholme South","Work at home","Total people - age group","Total people - sex","2018",111,
"Glenholme South","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",114,
"Glenholme South","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",21,
"Glenholme South","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",12,
"Glenholme South","Train","Total people - age group","Total people - sex","2018",0,
"Glenholme South","Bicycle","Total people - age group","Total people - sex","2018",6,
"Owhata West","Work at home","Total people - age group","Total people - sex","2018",132,
"Owhata West","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",285,
"Owhata West","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",60,
"Owhata West","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",15,
"Owhata West","Train","Total people - age group","Total people - sex","2018",0,
"Owhata West","Bicycle","Total people - age group","Total people - sex","2018",9,
"Holdens Bay-Rotokawa","Work at home","Total people - age group","Total people - sex","2018",69,
"Holdens Bay-Rotokawa","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",330,
"Holdens Bay-Rotokawa","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",69,
"Holdens Bay-Rotokawa","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",15,
"Holdens Bay-Rotokawa","Train","Total people - age group","Total people - sex","2018",0,
"Holdens Bay-Rotokawa","Bicycle","Total people - age group","Total people - sex","2018",6,
"Ngapuna","Work at home","Total people - age group","Total people - sex","2018",21,
"Ngapuna","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",1125,
"Ngapuna","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",456,
"Ngapuna","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",102,
"Ngapuna","Train","Total people - age group","Total people - sex","2018",0,
"Ngapuna","Bicycle","Total people - age group","Total people - sex","2018",54,
"Fenton Park","Work at home","Total people - age group","Total people - sex","2018",75,
"Fenton Park","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",282,
"Fenton Park","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",33,
"Fenton Park","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",21,
"Fenton Park","Train","Total people - age group","Total people - sex","2018",0,
"Fenton Park","Bicycle","Total people - age group","Total people - sex","2018",15,
"Tihiotonga-Whakarewarewa","Work at home","Total people - age group","Total people - sex","2018",51,
"Tihiotonga-Whakarewarewa","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",834,
"Tihiotonga-Whakarewarewa","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",51,
"Tihiotonga-Whakarewarewa","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",45,
"Tihiotonga-Whakarewarewa","Train","Total people - age group","Total people - sex","2018",0,
"Tihiotonga-Whakarewarewa","Bicycle","Total people - age group","Total people - sex","2018",39,
"Owhata East","Work at home","Total people - age group","Total people - sex","2018",135,
"Owhata East","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",207,
"Owhata East","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",33,
"Owhata East","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",15,
"Owhata East","Train","Total people - age group","Total people - sex","2018",0,
"Owhata East","Bicycle","Total people - age group","Total people - sex","2018",3,
"Lynmore","Work at home","Total people - age group","Total people - sex","2018",216,
"Lynmore","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",258,
"Lynmore","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",45,
"Lynmore","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",15,
"Lynmore","Train","Total people - age group","Total people - sex","2018",0,
"Lynmore","Bicycle","Total people - age group","Total people - sex","2018",6,
"Ngakuru","Work at home","Total people - age group","Total people - sex","2018",387,
"Ngakuru","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",153,
"Ngakuru","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",51,
"Ngakuru","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",21,
"Ngakuru","Train","Total people - age group","Total people - sex","2018",0,
"Ngakuru","Bicycle","Total people - age group","Total people - sex","2018",3,
"Kaingaroa-Whakarewarewa","Work at home","Total people - age group","Total people - sex","2018",261,
"Kaingaroa-Whakarewarewa","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",447,
"Kaingaroa-Whakarewarewa","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",90,
"Kaingaroa-Whakarewarewa","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",48,
"Kaingaroa-Whakarewarewa","Train","Total people - age group","Total people - sex","2018",0,
"Kaingaroa-Whakarewarewa","Bicycle","Total people - age group","Total people - sex","2018",9,
"Golden Springs","Work at home","Total people - age group","Total people - sex","2018",390,
"Golden Springs","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",345,
"Golden Springs","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",90,
"Golden Springs","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",36,
"Golden Springs","Train","Total people - age group","Total people - sex","2018",0,
"Golden Springs","Bicycle","Total people - age group","Total people - sex","2018",3,
"Manawahe","Work at home","Total people - age group","Total people - sex","2018",159,
"Manawahe","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",39,
"Manawahe","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",12,
"Manawahe","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",6,
"Manawahe","Train","Total people - age group","Total people - sex","2018",0,
"Manawahe","Bicycle","Total people - age group","Total people - sex","2018",0,
"Matata-Otakiri","Work at home","Total people - age group","Total people - sex","2018",216,
"Matata-Otakiri","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",105,
"Matata-Otakiri","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",30,
"Matata-Otakiri","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",9,
"Matata-Otakiri","Train","Total people - age group","Total people - sex","2018",0,
"Matata-Otakiri","Bicycle","Total people - age group","Total people - sex","2018",3,
"Onepu Spring","Work at home","Total people - age group","Total people - sex","2018",141,
"Onepu Spring","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",111,
"Onepu Spring","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",18,
"Onepu Spring","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",9,
"Onepu Spring","Train","Total people - age group","Total people - sex","2018",0,
"Onepu Spring","Bicycle","Total people - age group","Total people - sex","2018",0,
"Edgecumbe","Work at home","Total people - age group","Total people - sex","2018",78,
"Edgecumbe","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",378,
"Edgecumbe","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",66,
"Edgecumbe","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",12,
"Edgecumbe","Train","Total people - age group","Total people - sex","2018",0,
"Edgecumbe","Bicycle","Total people - age group","Total people - sex","2018",3,
"Thornton-Awakeri","Work at home","Total people - age group","Total people - sex","2018",312,
"Thornton-Awakeri","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",414,
"Thornton-Awakeri","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",78,
"Thornton-Awakeri","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",18,
"Thornton-Awakeri","Train","Total people - age group","Total people - sex","2018",0,
"Thornton-Awakeri","Bicycle","Total people - age group","Total people - sex","2018",9,
"Te Teko Lakes","Work at home","Total people - age group","Total people - sex","2018",87,
"Te Teko Lakes","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",75,
"Te Teko Lakes","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",24,
"Te Teko Lakes","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",15,
"Te Teko Lakes","Train","Total people - age group","Total people - sex","2018",0,
"Te Teko Lakes","Bicycle","Total people - age group","Total people - sex","2018",0,
"Coastlands","Work at home","Total people - age group","Total people - sex","2018",93,
"Coastlands","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",588,
"Coastlands","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",123,
"Coastlands","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",33,
"Coastlands","Train","Total people - age group","Total people - sex","2018",0,
"Coastlands","Bicycle","Total people - age group","Total people - sex","2018",30,
"Whakatane West","Work at home","Total people - age group","Total people - sex","2018",159,
"Whakatane West","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",90,
"Whakatane West","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",24,
"Whakatane West","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",6,
"Whakatane West","Train","Total people - age group","Total people - sex","2018",0,
"Whakatane West","Bicycle","Total people - age group","Total people - sex","2018",3,
"Whakatane Central","Work at home","Total people - age group","Total people - sex","2018",189,
"Whakatane Central","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",2562,
"Whakatane Central","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",393,
"Whakatane Central","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",138,
"Whakatane Central","Train","Total people - age group","Total people - sex","2018",3,
"Whakatane Central","Bicycle","Total people - age group","Total people - sex","2018",78,
"Trident","Work at home","Total people - age group","Total people - sex","2018",141,
"Trident","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",816,
"Trident","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",69,
"Trident","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",24,
"Trident","Train","Total people - age group","Total people - sex","2018",0,
"Trident","Bicycle","Total people - age group","Total people - sex","2018",24,
"Allandale","Work at home","Total people - age group","Total people - sex","2018",120,
"Allandale","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",564,
"Allandale","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",135,
"Allandale","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",33,
"Allandale","Train","Total people - age group","Total people - sex","2018",0,
"Allandale","Bicycle","Total people - age group","Total people - sex","2018",21,
"Mokorua Bush","Work at home","Total people - age group","Total people - sex","2018",111,
"Mokorua Bush","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",21,
"Mokorua Bush","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",12,
"Mokorua Bush","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",3,
"Mokorua Bush","Train","Total people - age group","Total people - sex","2018",0,
"Mokorua Bush","Bicycle","Total people - age group","Total people - sex","2018",0,
"Wainui","Work at home","Total people - age group","Total people - sex","2018",129,
"Wainui","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",117,
"Wainui","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",27,
"Wainui","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",12,
"Wainui","Train","Total people - age group","Total people - sex","2018",0,
"Wainui","Bicycle","Total people - age group","Total people - sex","2018",9,
"Ohope","Work at home","Total people - age group","Total people - sex","2018",240,
"Ohope","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",168,
"Ohope","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",27,
"Ohope","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",18,
"Ohope","Train","Total people - age group","Total people - sex","2018",3,
"Ohope","Bicycle","Total people - age group","Total people - sex","2018",12,
"Inlet Ohiwa Harbour West","Work at home","Total people - age group","Total people - sex","2018",,c
"Inlet Ohiwa Harbour West","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",,c
"Inlet Ohiwa Harbour West","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Inlet Ohiwa Harbour West","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Inlet Ohiwa Harbour West","Train","Total people - age group","Total people - sex","2018",,c
"Inlet Ohiwa Harbour West","Bicycle","Total people - age group","Total people - sex","2018",,c
"Galatea","Work at home","Total people - age group","Total people - sex","2018",252,
"Galatea","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",114,
"Galatea","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",27,
"Galatea","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",12,
"Galatea","Train","Total people - age group","Total people - sex","2018",3,
"Galatea","Bicycle","Total people - age group","Total people - sex","2018",3,
"Waingarara-Waimana","Work at home","Total people - age group","Total people - sex","2018",213,
"Waingarara-Waimana","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",120,
"Waingarara-Waimana","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",36,
"Waingarara-Waimana","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",12,
"Waingarara-Waimana","Train","Total people - age group","Total people - sex","2018",0,
"Waingarara-Waimana","Bicycle","Total people - age group","Total people - sex","2018",3,
"Murupara","Work at home","Total people - age group","Total people - sex","2018",51,
"Murupara","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",123,
"Murupara","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",18,
"Murupara","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",12,
"Murupara","Train","Total people - age group","Total people - sex","2018",0,
"Murupara","Bicycle","Total people - age group","Total people - sex","2018",0,
"Monika Reserve","Work at home","Total people - age group","Total people - sex","2018",117,
"Monika Reserve","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",63,
"Monika Reserve","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",18,
"Monika Reserve","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",3,
"Monika Reserve","Train","Total people - age group","Total people - sex","2018",0,
"Monika Reserve","Bicycle","Total people - age group","Total people - sex","2018",3,
"Kawerau Industrial","Work at home","Total people - age group","Total people - sex","2018",0,
"Kawerau Industrial","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",789,
"Kawerau Industrial","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",93,
"Kawerau Industrial","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",15,
"Kawerau Industrial","Train","Total people - age group","Total people - sex","2018",0,
"Kawerau Industrial","Bicycle","Total people - age group","Total people - sex","2018",12,
"Tarawera Park","Work at home","Total people - age group","Total people - sex","2018",99,
"Tarawera Park","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",495,
"Tarawera Park","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",69,
"Tarawera Park","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",30,
"Tarawera Park","Train","Total people - age group","Total people - sex","2018",0,
"Tarawera Park","Bicycle","Total people - age group","Total people - sex","2018",9,
"Inlet Ohiwa Harbour East","Work at home","Total people - age group","Total people - sex","2018",,c
"Inlet Ohiwa Harbour East","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",,c
"Inlet Ohiwa Harbour East","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Inlet Ohiwa Harbour East","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Inlet Ohiwa Harbour East","Train","Total people - age group","Total people - sex","2018",,c
"Inlet Ohiwa Harbour East","Bicycle","Total people - age group","Total people - sex","2018",,c
"Waiotahi","Work at home","Total people - age group","Total people - sex","2018",207,
"Waiotahi","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",126,
"Waiotahi","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",48,
"Waiotahi","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",15,
"Waiotahi","Train","Total people - age group","Total people - sex","2018",0,
"Waiotahi","Bicycle","Total people - age group","Total people - sex","2018",0,
"Cape Runaway","Work at home","Total people - age group","Total people - sex","2018",150,
"Cape Runaway","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",96,
"Cape Runaway","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",30,
"Cape Runaway","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",12,
"Cape Runaway","Train","Total people - age group","Total people - sex","2018",0,
"Cape Runaway","Bicycle","Total people - age group","Total people - sex","2018",0,
"Woodlands","Work at home","Total people - age group","Total people - sex","2018",57,
"Woodlands","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",30,
"Woodlands","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",12,
"Woodlands","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",6,
"Woodlands","Train","Total people - age group","Total people - sex","2018",0,
"Woodlands","Bicycle","Total people - age group","Total people - sex","2018",0,
"Opotiki","Work at home","Total people - age group","Total people - sex","2018",147,
"Opotiki","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",792,
"Opotiki","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",141,
"Opotiki","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",66,
"Opotiki","Train","Total people - age group","Total people - sex","2018",3,
"Opotiki","Bicycle","Total people - age group","Total people - sex","2018",15,
"Otara-Tirohanga","Work at home","Total people - age group","Total people - sex","2018",168,
"Otara-Tirohanga","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",351,
"Otara-Tirohanga","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",63,
"Otara-Tirohanga","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",99,
"Otara-Tirohanga","Train","Total people - age group","Total people - sex","2018",0,
"Otara-Tirohanga","Bicycle","Total people - age group","Total people - sex","2018",3,
"Oponae","Work at home","Total people - age group","Total people - sex","2018",36,
"Oponae","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",15,
"Oponae","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",3,
"Oponae","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",0,
"Oponae","Train","Total people - age group","Total people - sex","2018",0,
"Oponae","Bicycle","Total people - age group","Total people - sex","2018",0,
"East Cape","Work at home","Total people - age group","Total people - sex","2018",117,
"East Cape","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",108,
"East Cape","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",18,
"East Cape","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",12,
"East Cape","Train","Total people - age group","Total people - sex","2018",0,
"East Cape","Bicycle","Total people - age group","Total people - sex","2018",0,
"Waipaoa","Work at home","Total people - age group","Total people - sex","2018",363,
"Waipaoa","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",156,
"Waipaoa","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",63,
"Waipaoa","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",33,
"Waipaoa","Train","Total people - age group","Total people - sex","2018",0,
"Waipaoa","Bicycle","Total people - age group","Total people - sex","2018",0,
"Ruatoria-Raukumara","Work at home","Total people - age group","Total people - sex","2018",105,
"Ruatoria-Raukumara","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",150,
"Ruatoria-Raukumara","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",30,
"Ruatoria-Raukumara","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",15,
"Ruatoria-Raukumara","Train","Total people - age group","Total people - sex","2018",0,
"Ruatoria-Raukumara","Bicycle","Total people - age group","Total people - sex","2018",0,
"Tokomaru","Work at home","Total people - age group","Total people - sex","2018",84,
"Tokomaru","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",144,
"Tokomaru","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",24,
"Tokomaru","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",15,
"Tokomaru","Train","Total people - age group","Total people - sex","2018",0,
"Tokomaru","Bicycle","Total people - age group","Total people - sex","2018",0,
"Hangaroa","Work at home","Total people - age group","Total people - sex","2018",333,
"Hangaroa","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",126,
"Hangaroa","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",93,
"Hangaroa","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",42,
"Hangaroa","Train","Total people - age group","Total people - sex","2018",0,
"Hangaroa","Bicycle","Total people - age group","Total people - sex","2018",3,
"Wharekaka","Work at home","Total people - age group","Total people - sex","2018",213,
"Wharekaka","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",180,
"Wharekaka","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",72,
"Wharekaka","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",30,
"Wharekaka","Train","Total people - age group","Total people - sex","2018",0,
"Wharekaka","Bicycle","Total people - age group","Total people - sex","2018",3,
"Te Arai","Work at home","Total people - age group","Total people - sex","2018",147,
"Te Arai","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",183,
"Te Arai","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",81,
"Te Arai","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",72,
"Te Arai","Train","Total people - age group","Total people - sex","2018",0,
"Te Arai","Bicycle","Total people - age group","Total people - sex","2018",0,
"Hexton","Work at home","Total people - age group","Total people - sex","2018",378,
"Hexton","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",900,
"Hexton","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",219,
"Hexton","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",156,
"Hexton","Train","Total people - age group","Total people - sex","2018",0,
"Hexton","Bicycle","Total people - age group","Total people - sex","2018",18,
"Lytton","Work at home","Total people - age group","Total people - sex","2018",54,
"Lytton","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",753,
"Lytton","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",39,
"Lytton","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",48,
"Lytton","Train","Total people - age group","Total people - sex","2018",0,
"Lytton","Bicycle","Total people - age group","Total people - sex","2018",30,
"Makaraka-Awapuni","Work at home","Total people - age group","Total people - sex","2018",75,
"Makaraka-Awapuni","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",1632,
"Makaraka-Awapuni","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",474,
"Makaraka-Awapuni","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",225,
"Makaraka-Awapuni","Train","Total people - age group","Total people - sex","2018",0,
"Makaraka-Awapuni","Bicycle","Total people - age group","Total people - sex","2018",75,
"Riverdale","Work at home","Total people - age group","Total people - sex","2018",63,
"Riverdale","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",192,
"Riverdale","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",24,
"Riverdale","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",15,
"Riverdale","Train","Total people - age group","Total people - sex","2018",0,
"Riverdale","Bicycle","Total people - age group","Total people - sex","2018",9,
"Te Hapara North","Work at home","Total people - age group","Total people - sex","2018",84,
"Te Hapara North","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",279,
"Te Hapara North","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",30,
"Te Hapara North","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",15,
"Te Hapara North","Train","Total people - age group","Total people - sex","2018",0,
"Te Hapara North","Bicycle","Total people - age group","Total people - sex","2018",12,
"Mangapapa North","Work at home","Total people - age group","Total people - sex","2018",69,
"Mangapapa North","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",42,
"Mangapapa North","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",12,
"Mangapapa North","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",9,
"Mangapapa North","Train","Total people - age group","Total people - sex","2018",0,
"Mangapapa North","Bicycle","Total people - age group","Total people - sex","2018",0,
"Elgin","Work at home","Total people - age group","Total people - sex","2018",126,
"Elgin","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",207,
"Elgin","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",21,
"Elgin","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",21,
"Elgin","Train","Total people - age group","Total people - sex","2018",0,
"Elgin","Bicycle","Total people - age group","Total people - sex","2018",3,
"Te Hapara South","Work at home","Total people - age group","Total people - sex","2018",108,
"Te Hapara South","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",90,
